2.181151764299412571e-02,2.139685305057847584e-02,2.132465256041066876e-02,2.137497384181522714e-02,2.095134204679650197e-02,2.084633317192733856e-02,2.023853633623409060e-02,2.004594486616060808e-02,1.994385803961847350e-02,1.892962140757184844e-02,1.908831339975640418e-02,1.807986610476099848e-02,1.744093231162196708e-02,1.695380774032459459e-02,1.617341017329011060e-02,1.533757706380632635e-02,1.495845981786227824e-02,1.433257986437558827e-02,1.322742065297267088e-02,1.280251053133916669e-02,1.191267702797954402e-02,1.082766837199523359e-02,1.064010555144633517e-02,9.768637532133675819e-03,8.837794864849953316e-03,8.216261600971557985e-03,7.866381464526317133e-03,7.463915262609077499e-03,6.556622188410294108e-03,6.779627170429243510e-03,5.893447666885127424e-03,5.304907039011085360e-03,4.896613217368780274e-03,4.800320689482387264e-03,4.168249335279182628e-03,3.876880286939165653e-03,3.629609604197330409e-03,3.220185822195817046e-03,3.111722817305966320e-03,2.753790203092027454e-03,2.702364568997873192e-03,2.337230381997333108e-03,2.030588870772524236e-03,2.314043006364862199e-03,2.146803314784419096e-03,2.160108656973742762e-03,1.847771657486229312e-03,1.989446412732456902e-03,1.963556785762464625e-03,2.023237179487179672e-03,1.709615963100370988e-03,1.815723970050530994e-03,1.881083663435316640e-03,1.805099155792024576e-03,1.830551759225083116e-03,1.846469311779578388e-03,2.020988338148774644e-03,2.024881421336120150e-03,2.206003731697922521e-03,2.323602728616138043e-03,2.403545854757871674e-03,2.923683841640466793e-03,2.930847039844489566e-03,3.087332414484400284e-03,3.295082377059426609e-03,3.801541570006734816e-03,3.919546674142004687e-03,4.275772292595003514e-03,4.581106059849127977e-03,5.025551539324442374e-03,5.265307749018670325e-03,6.085030824172535727e-03,6.181809102938606339e-03,6.456460216884970724e-03,7.549920855657697369e-03,8.078502511761422727e-03,9.056229724858824714e-03,9.127854954085789022e-03,1.003369449988304046e-02,1.077291552317748667e-02,1.140455580408638106e-02,1.144838251066271004e-02,1.246542228424751472e-02,1.310576653727640178e-02,1.429823902206858559e-02,1.491387760817812665e-02,1.573500615349354009e-02,1.634814759299507703e-02,1.688362998044579469e-02,1.686609914072713726e-02,1.783550646954700641e-02,1.900811559976383833e-02,1.949653876631564364e-02,1.937825595696387321e-02,2.053494736421565547e-02,2.041824468960974637e-02,2.082654079784912807e-02,2.113504887293038079e-02,2.102245340616966732e-02,2.172231178904600671e-02
2.129577239110514580e-02,2.165717976059955072e-02,2.127957931638913350e-02,2.154936174029157755e-02,2.172194311563018995e-02,2.124568821353513964e-02,2.101463062918715319e-02,2.062524970035956723e-02,2.060200535492588345e-02,1.962960740785184288e-02,1.887866142203941527e-02,1.879644616379115910e-02,1.859335089399744706e-02,1.732334581772784071e-02,1.671869372073478063e-02,1.594907523432409491e-02,1.594703626777440458e-02,1.460762937328719153e-02,1.394228125515524497e-02,1.320727374485925788e-02,1.263253665535220630e-02,1.197901544807424695e-02,1.132479059632568973e-02,1.035765093468440402e-02,9.484829789688569920e-03,9.175824999625169925e-03,8.745976850648701575e-03,8.252216473499609031e-03,7.147218690877786725e-03,6.784619532115863071e-03,6.303687657279508257e-03,5.950504216400170042e-03,5.190509636315635000e-03,4.735180638372500986e-03,4.753003738429859362e-03,4.317093790488386700e-03,3.965035595205911902e-03,3.669514076455698565e-03,3.465781022480202839e-03,2.943362717073000519e-03,2.697360190166395427e-03,2.696804286919999606e-03,2.580748417040942041e-03,2.348878062374656212e-03,2.311942031306297388e-03,2.195191628200694571e-03,1.947921882824236268e-03,1.839110411770306574e-03,1.828655937885654116e-03,1.802884615384615485e-03,1.774791938233229779e-03,1.830688728045452938e-03,1.915918546091526127e-03,1.835017926330013982e-03,1.720818411260636701e-03,1.751906193386554072e-03,1.966097296865721659e-03,2.135420853766379929e-03,1.920873997668939457e-03,2.204188455625158416e-03,2.218657712084189104e-03,2.408034122994973884e-03,2.820627151166577116e-03,2.826713444430522561e-03,3.255081377034425762e-03,3.277707101698720555e-03,3.754355051860157680e-03,3.900265358233615497e-03,4.371284408252984824e-03,4.726411566745605981e-03,4.802040369019865487e-03,5.376773138080322839e-03,5.652510423688612319e-03,6.496531343134062664e-03,6.925754118252133024e-03,6.952196794513994423e-03,7.934839200608754389e-03,8.243062880223146760e-03,9.202530322561379081e-03,9.959582855146949590e-03,1.027112149813936247e-02,1.107425236325543065e-02,1.180252697684850555e-02,1.196026251550682228e-02,1.397760577139851162e-02,1.380358893312261248e-02,1.478333225377306305e-02,1.562367283719303529e-02,1.665858159504293376e-02,1.737008612688496073e-02,1.725711151554436273e-02,1.779227667090292273e-02,1.920249587592386814e-02,1.882830545250927315e-02,1.966600747088552079e-02,2.030846918052582606e-02,2.109740621285005613e-02,2.102533413125872580e-02,2.140404080976863674e-02,2.142283138754261240e-02
2.115056256290339526e-02,2.063589805205532854e-02,2.172029548015525294e-02,2.205757790156550463e-02,2.137667380556834348e-02,2.099609131253026353e-02,2.076427763146036082e-02,2.037055533359968112e-02,2.055214570982683703e-02,2.051458970820583746e-02,1.977217818421420428e-02,1.880646826251885367e-02,1.841874201787994936e-02,1.828714107365792679e-02,1.777924520750790577e-02,1.696656809182497255e-02,1.615174149225115721e-02,1.540277249904982958e-02,1.439219352226315911e-02,1.405177970887031003e-02,1.336739335829513313e-02,1.252465384499864762e-02,1.184455150630709871e-02,1.166046871490253843e-02,1.046290583886322519e-02,9.695588507229211533e-03,9.175779141594866267e-03,8.721205801497771901e-03,7.912992122043263285e-03,7.243916807284853966e-03,7.119164711356143135e-03,6.360883817531216670e-03,5.633844912354110494e-03,5.095956306058024854e-03,4.857959656944083569e-03,4.647253918150302809e-03,4.075175472850520349e-03,3.764372263466118050e-03,3.814852492370295230e-03,3.232710238412379866e-03,3.112723633179031741e-03,2.901561649445407159e-03,2.700783227135869578e-03,2.328972316083345161e-03,2.311942031306297388e-03,2.195191628200694571e-03,2.008012018027040355e-03,2.164838413854966014e-03,1.863630231779641938e-03,1.973157051282051211e-03,1.860022059560814201e-03,1.905512518020062657e-03,1.915918546091526127e-03,1.720329305934388108e-03,1.840527518130941802e-03,1.916147399016543537e-03,1.996037864838296014e-03,2.009807862368357453e-03,2.145976419270768237e-03,2.069847398510306878e-03,2.153697013306949282e-03,2.322926887878727035e-03,2.489967485132840198e-03,2.576118280917178479e-03,2.930073251831295886e-03,3.098106712564544039e-03,3.534099555484361815e-03,3.489711109998498099e-03,3.841734525653194877e-03,4.482113922472890852e-03,4.358698467730686907e-03,4.868024659338028061e-03,5.278006641200409625e-03,5.875428886273134990e-03,6.401454058831459668e-03,6.977115062594689728e-03,7.574392246385517995e-03,7.703189750408653662e-03,8.854138152426551528e-03,9.545431864677411324e-03,9.579024444065518951e-03,1.040081809792233088e-02,1.104991651506466964e-02,1.237044299491776335e-02,1.245960772525738294e-02,1.347850441114689830e-02,1.417545677855893728e-02,1.491418721426965473e-02,1.560835579649624653e-02,1.624734284088981059e-02,1.702774799930193567e-02,1.739200048033142862e-02,1.825059431550303882e-02,1.881830635242828093e-02,1.920656798705579205e-02,1.991926510286464239e-02,2.060583564488540839e-02,2.109016556951924873e-02,2.121826799485861115e-02,2.120820376646518138e-02
2.150607628022492557e-02,2.144190959654366374e-02,2.183548265932139590e-02,2.130521868242469044e-02,2.081123276155401325e-02,2.128562371769592010e-02,2.131505422645930611e-02,2.112465041949660241e-02,2.095102287061920837e-02,2.130457390852183094e-02,2.040113411736517446e-02,1.962326930882596007e-02,1.927183109833971800e-02,1.899625468164794009e-02,1.851963020770800925e-02,1.772342238484286500e-02,1.725515258028438928e-02,1.592786701606289240e-02,1.576192642434725080e-02,1.486130613591049240e-02,1.390228905363454122e-02,1.340067879418920145e-02,1.264418367550926639e-02,1.173534329997254558e-02,1.139082414192635860e-02,1.061517009760558870e-02,9.820482578014114172e-03,9.329894078261347090e-03,8.738826214476622112e-03,7.803061316186235205e-03,7.359305193538220186e-03,6.736231013687660890e-03,6.037329826501487175e-03,5.817507641429072590e-03,5.437716159213130084e-03,5.012431029049089007e-03,4.365544241186306886e-03,4.413401964063724640e-03,4.004348433167773808e-03,3.791450279619458259e-03,3.037657950706868296e-03,3.201206570214296197e-03,2.780806433865821124e-03,2.906238958531353906e-03,2.582169021978462063e-03,2.400677602529983305e-03,2.118177265898848246e-03,2.104704013470105883e-03,2.038501701249581695e-03,2.013221153846153633e-03,1.925198034693672991e-03,1.686029400761207336e-03,1.930847781515615969e-03,1.815072079304687856e-03,1.810600241413365527e-03,1.597619000218988231e-03,1.921186444906859908e-03,1.718385722324945741e-03,1.880855789384169863e-03,1.950433125519327685e-03,2.223654688913207552e-03,2.327933195826741887e-03,2.329647647055876555e-03,2.415737376268638041e-03,2.775069376734418201e-03,2.863628426750480013e-03,3.008489848223939913e-03,3.174285285134932372e-03,3.741819453464554929e-03,4.118160289168640471e-03,4.313866140634029130e-03,4.588711769048141667e-03,5.153172047037675105e-03,5.469708733001076711e-03,5.672427309541761865e-03,6.503667969061478066e-03,6.427970683647723366e-03,7.373267282188685802e-03,7.654673680962358409e-03,8.387804999750511983e-03,9.278112681424716818e-03,1.002169954854962262e-02,1.036708450669125529e-02,1.100484213053743582e-02,1.191853911475163411e-02,1.256826774961490069e-02,1.299956651502997065e-02,1.416972694796272622e-02,1.488820096320708948e-02,1.499985030089520145e-02,1.614519707810824906e-02,1.707678298025637822e-02,1.746315742258947035e-02,1.832835044845963768e-02,1.895187870797626975e-02,1.921071408968659175e-02,1.952237398488169615e-02,2.043686415320167607e-02,2.056555269922879028e-02,2.127309118679091698e-02
2.069991137193244110e-02,2.174228656964490372e-02,2.122949793414298167e-02,2.150950164921126839e-02,2.216729048657953283e-02,2.130059953175621537e-02,2.125997656695941332e-02,2.130443467838593827e-02,2.114048952199558407e-02,2.148457030859382902e-02,2.059081924006149825e-02,2.043004825640537536e-02,2.000019955300127647e-02,1.937578027465667804e-02,1.881978628887021401e-02,1.814445391208460712e-02,1.780436171912445908e-02,1.718809385689424110e-02,1.627682601892630962e-02,1.520110735219896286e-02,1.454216427796579600e-02,1.458206101138331823e-02,1.349379285528656824e-02,1.251903062370529444e-02,1.168173906937317909e-02,1.089504275554622689e-02,1.030026187953541304e-02,9.664173705664294220e-03,9.004094135076426419e-03,8.477030143879864602e-03,7.729521770235587598e-03,7.326777268973801160e-03,6.943925559523987136e-03,6.629252893721500860e-03,5.832550328861878415e-03,5.482659089658484600e-03,4.786078319465721272e-03,4.483297470281928654e-03,4.163923962260387621e-03,4.060842799487156436e-03,3.553108970349055581e-03,3.016425535740148087e-03,2.935851396905102273e-03,2.746992988200868974e-03,2.692261499659714258e-03,2.571080605632320229e-03,2.178267401101652550e-03,2.380320015234047969e-03,2.038501701249581695e-03,2.083333333333333304e-03,1.839967913366088352e-03,2.020242329314464371e-03,1.801461074506837626e-03,1.745261614716045982e-03,1.775685085242859800e-03,1.926101411478967160e-03,1.851325119637519528e-03,1.929415547873623285e-03,2.055935450630036812e-03,1.945457530811370165e-03,2.093733291358727908e-03,2.277870116346596835e-03,2.454897520553504103e-03,2.455832602430773042e-03,2.575064376609415267e-03,2.773828232183391754e-03,2.888350486564414659e-03,2.994041956641465933e-03,3.182295049208173042e-03,3.694378661348622899e-03,4.024946699344451873e-03,4.094926480857091593e-03,4.603899832721644082e-03,5.334468681910391197e-03,5.138140582322599237e-03,5.875727613427956728e-03,6.127598221795025647e-03,6.918374182067214308e-03,7.843800859035550757e-03,7.754104086622424022e-03,8.756532292847327148e-03,9.313346469458508650e-03,9.938445435741519868e-03,1.070971227340029690e-02,1.129731219157836808e-02,1.234320923440094392e-02,1.265078550466120985e-02,1.343525943690824197e-02,1.398300634636446757e-02,1.455574295665711983e-02,1.545212036598439358e-02,1.683161381353133826e-02,1.695979586446117945e-02,1.750342469177773932e-02,1.850242703901240626e-02,1.863189776906226669e-02,1.909601175756542313e-02,1.992818671454218982e-02,2.069609575835475515e-02,2.087877532481145076e-02
2.018917335549869421e-02,2.101637555131690219e-02,2.128959559283836317e-02,2.129525365965461228e-02,2.160685334560957446e-02,2.208433380091152920e-02,2.121491302736858847e-02,2.124950059928086207e-02,2.151942282474833198e-02,2.071958560828783547e-02,2.086037178284048596e-02,2.065053442841465262e-02,2.021970785440612914e-02,1.963046192259675429e-02,1.949013487013246879e-02,1.923211869079244005e-02,1.780935452947755154e-02,1.772819107439339154e-02,1.687670904173686065e-02,1.646536775986048168e-02,1.509705607406555683e-02,1.521279897480051595e-02,1.417348019910841077e-02,1.320288516734469814e-02,1.269994131543704906e-02,1.192957204471965273e-02,1.113987565719768910e-02,1.035767920132115230e-02,9.829928227509785246e-03,9.210907311812926990e-03,8.550001751024348395e-03,7.887295748567424089e-03,7.601456530727119729e-03,6.829683820213459239e-03,6.427300533775813854e-03,5.882853183794140017e-03,5.321758633464499823e-03,5.376961442643247990e-03,4.687531167095525773e-03,4.275359065307730855e-03,3.998498686350556754e-03,3.755549673636740526e-03,3.180922467515579725e-03,3.184919406609702970e-03,2.852396012650626738e-03,2.661293960215910595e-03,2.593890836254381452e-03,2.280096014592614562e-03,2.403233623286884189e-03,2.088341346153846107e-03,1.955279253985761547e-03,2.070124855964204473e-03,2.035352429484244864e-03,1.780166847010366919e-03,1.835539638678012351e-03,1.856423324242002012e-03,1.831364740989136625e-03,1.768630918884154732e-03,1.870851237312977410e-03,2.049945019678477229e-03,2.033769569410506534e-03,2.067605182529987790e-03,2.144277834279387316e-03,2.520987344944242581e-03,2.265056626415660329e-03,2.504427648482127414e-03,2.598013695887229062e-03,2.783758073399088782e-03,3.072388469800669403e-03,3.360339025302255898e-03,3.915356566441508326e-03,3.890429543323424381e-03,4.199435747634384583e-03,4.533046156928548058e-03,4.603853855103436608e-03,5.736185312176062326e-03,6.137610637190115716e-03,6.543462286362705140e-03,6.913096061675368456e-03,7.324983783244348907e-03,7.969146513937229448e-03,8.919262714189508598e-03,9.479901313330176688e-03,9.609228060346553316e-03,1.043561033040254528e-02,1.149298817692600075e-02,1.218740501945699863e-02,1.259087161807689349e-02,1.289277194596838254e-02,1.370245805930080454e-02,1.467427887611877022e-02,1.548068167035254392e-02,1.621222919397361656e-02,1.784839364457199012e-02,1.717904156928547199e-02,1.813790797818461142e-02,1.901575533830588902e-02,1.909535208458009239e-02,2.011869376606683843e-02,2.094366274513718637e-02
2.037444106734230889e-02,2.077106768995088878e-02,2.072868411168148073e-02,2.132514872796484329e-02,2.105642401072836678e-02,2.108594619689201782e-02,2.196096496059443681e-02,2.215341590091889773e-02,2.201801927573879616e-02,2.113457730845383006e-02,2.153425313978795178e-02,2.123682720398478718e-02,2.053400383141762431e-02,2.057927590511860264e-02,1.958018169448113091e-02,1.932233973234424168e-02,1.917239175587154634e-02,1.778320097617571219e-02,1.801648678507691143e-02,1.675020113233758115e-02,1.620683966626507849e-02,1.515272869257030738e-02,1.448333766467425031e-02,1.424114608031547095e-02,1.340716553560949119e-02,1.289413316940791858e-02,1.152469863862623164e-02,1.138047507621076614e-02,1.068078759547142625e-02,9.914830309626272015e-03,8.910212474297464838e-03,8.647999399444486132e-03,8.059735692474756519e-03,7.601342887207496353e-03,6.937086423702045097e-03,6.268039999399709246e-03,5.957566108958377120e-03,5.476812165812110743e-03,5.001695489996608839e-03,4.574684087382951438e-03,4.263730764418866177e-03,4.125111742585036746e-03,3.746086365045863363e-03,3.120225731162943467e-03,3.057568357420232825e-03,2.731459902669814213e-03,2.669003505257886832e-03,2.565734416420700076e-03,2.253343792312650050e-03,2.228565705128205017e-03,1.935225107791035699e-03,2.149936898603788029e-03,1.985588311403945101e-03,1.884882543893329513e-03,2.035054816795187592e-03,1.816607274392307517e-03,1.926176539568955634e-03,1.698287643701262145e-03,1.965894481989304953e-03,1.935506341395455340e-03,1.853878403565842629e-03,1.907403328193523796e-03,2.184357793798628444e-03,2.230296955268763499e-03,2.420060501512538015e-03,2.449549751802239904e-03,2.482880140963517578e-03,2.873879737645821785e-03,2.947494629564870010e-03,3.240683036270721514e-03,3.382350010959013324e-03,3.481435668256089959e-03,4.009687164507028286e-03,3.851837010693981607e-03,4.409113833032901435e-03,4.759389203412805851e-03,5.216468420841844159e-03,5.788639669677625790e-03,6.206357659401860391e-03,6.696272641085774385e-03,7.352277400523586463e-03,7.931559125034294902e-03,8.797069304956762342e-03,9.184040978030333022e-03,9.799353723604117827e-03,1.060275671674635461e-02,1.117594008938758987e-02,1.221614329611032078e-02,1.302780097721010014e-02,1.344796958114190429e-02,1.371194934057989000e-02,1.517547107504177949e-02,1.549954896810880507e-02,1.587357137857592707e-02,1.699426699426699258e-02,1.814289777405206361e-02,1.818309498848821870e-02,1.864153201675643190e-02,1.944087403598971850e-02,1.964591433862249159e-02
1.971849322270681146e-02,2.095129387381163347e-02,2.017278076874921833e-02,2.112584827256330441e-02,2.129661135685834844e-02,2.192958372228850233e-02,2.108973652850519229e-02,2.113963244107071662e-02,2.113550355748567908e-02,2.258454830903381880e-02,2.202843280154942809e-02,2.100130788388396286e-02,2.021471902937420351e-02,2.079900124843945056e-02,2.020550686356905462e-02,1.937747481329256741e-02,1.918737018693082025e-02,1.904842871716909067e-02,1.856637955598658407e-02,1.756972171279801154e-02,1.671174121046396094e-02,1.665448574832554055e-02,1.563780660895987967e-02,1.495994209698754511e-02,1.431502074022801725e-02,1.304406495044754637e-02,1.296903424424764549e-02,1.179458267433680478e-02,1.101112123244476874e-02,1.035915049973540510e-02,9.665654407828579153e-03,9.208517879038110795e-03,8.836817749351185552e-03,7.801773813699453865e-03,7.291937386297755140e-03,6.683241372065451720e-03,6.388112903387302074e-03,5.756394190684925929e-03,5.535276165400036114e-03,5.003716619024100275e-03,4.699111722757412686e-03,4.224993382841333092e-03,3.881125526402656734e-03,3.264542391774945436e-03,3.372833179871091540e-03,3.212597793782295298e-03,3.014521782674011146e-03,2.660947217030062203e-03,2.533138143464553488e-03,2.273637820512820675e-03,2.256091446906647972e-03,2.055160097969282312e-03,2.045305253100304470e-03,2.119246246440912793e-03,1.970212383907105590e-03,1.906193386554119913e-03,1.811404362340753504e-03,1.793753517163759227e-03,1.880855789384169863e-03,1.701653390121454258e-03,1.758935843814492337e-03,1.897390712297494742e-03,2.094177884880336123e-03,2.079939857160756703e-03,2.090052251306282870e-03,2.324827259347950897e-03,2.447839493812822929e-03,2.563460671907074728e-03,2.852575310985662124e-03,2.856786738127882214e-03,3.018710024508338904e-03,3.416595175867366378e-03,3.690110603450428000e-03,3.821783666007162652e-03,4.464040505924590264e-03,4.485288254525157496e-03,5.161400136168849649e-03,5.273760666243432552e-03,5.823126272253550083e-03,5.957786537597924148e-03,7.021274461618704291e-03,7.143391614496296532e-03,7.939791163057293225e-03,8.523750450198087220e-03,9.328423636682448700e-03,9.832556464680817371e-03,1.041858703830113829e-02,1.160658522571135845e-02,1.191256120065814147e-02,1.315855131186315433e-02,1.404103612475380777e-02,1.383954928900941669e-02,1.478188496444074462e-02,1.534361907428331492e-02,1.627015041649187976e-02,1.681561207331008084e-02,1.752097952959706315e-02,1.804308797127468500e-02,1.935551895886889612e-02,1.941631269746988894e-02
1.952821827540796376e-02,2.007018808604799087e-02,2.021284587454613701e-02,2.124044603441918935e-02,2.072616640979964286e-02,2.110591394897240805e-02,2.181576022191289779e-02,2.099980023971234622e-02,2.169393158259499618e-02,2.130457390852183094e-02,2.139448515464329251e-02,2.101634103197550646e-02,2.109275223499361418e-02,2.147815230961298491e-02,2.014047304598391014e-02,2.056538519372462515e-02,1.966168717047451706e-02,1.914844672040967241e-02,1.901629182309449648e-02,1.813938845775221395e-02,1.780652772709321804e-02,1.677963216963847606e-02,1.638746176758690970e-02,1.527441535428157755e-02,1.503227650962276306e-02,1.405360560944770090e-02,1.336385262779121556e-02,1.305686246139569143e-02,1.138149531026336550e-02,1.095324154044312152e-02,1.055617536258711409e-02,9.909165978530139890e-03,9.300078206335210887e-03,8.473217417447512223e-03,7.921672897383099515e-03,7.313547070329109827e-03,7.038939453105443923e-03,6.495289542134508737e-03,5.839467017732830924e-03,5.387850397353967022e-03,4.909295633679469292e-03,4.724401584122814822e-03,4.291244460893658789e-03,3.881620526805575414e-03,3.477921454021377923e-03,3.332882266560415353e-03,3.074611917876815016e-03,2.836339218152570882e-03,2.708009612934493028e-03,2.614182692307692128e-03,2.321267422039506763e-03,2.234737193908345639e-03,2.055258076716364509e-03,2.134205631709907604e-03,1.950260866095388217e-03,1.846469311779578388e-03,1.881265687610093884e-03,1.914341988905860588e-03,1.855844409206188839e-03,1.970335504351157768e-03,1.868869334052897973e-03,1.922422252037567269e-03,1.868728112584606190e-03,2.009773211377020342e-03,2.045051126278156755e-03,2.120282371722916580e-03,2.262624644587721712e-03,2.398237620788063861e-03,2.547834340810311085e-03,2.492833104823632268e-03,2.600274971606192712e-03,3.232049159068690804e-03,3.245699448231093628e-03,3.666508051791930733e-03,3.809913765123559837e-03,4.086595965234032617e-03,4.690816612599623368e-03,4.958834673851645128e-03,5.424963792099461203e-03,5.877950202085723864e-03,6.043311233036099094e-03,6.679470231711271550e-03,7.311785082363495697e-03,8.103565568850293332e-03,8.486761353673504329e-03,9.062356212615280127e-03,1.004987568448273243e-02,1.026755602188413399e-02,1.145246227939006843e-02,1.216554725002744544e-02,1.260502106654035059e-02,1.399965976523801468e-02,1.437819896237746073e-02,1.494865462108410301e-02,1.540121052316174334e-02,1.667589778902145090e-02,1.686388009690962739e-02,1.692599241970875815e-02,1.863753213367609282e-02,1.846795809270914898e-02
1.881218360530967360e-02,1.918407601539932547e-02,1.976712157255540100e-02,2.030373389403194659e-02,2.052601028802466046e-02,2.104601069273123737e-02,2.082936941086932503e-02,2.153415900918897313e-02,2.174379122769404260e-02,2.157956840863182665e-02,2.189365653015993424e-02,2.157256751136255382e-02,2.123243933588761165e-02,2.074406991260923858e-02,2.116100372193540496e-02,2.035988171018996568e-02,2.032573094743569259e-02,1.969354483807085263e-02,1.929623723373942099e-02,1.815437968788258943e-02,1.818645364153989932e-02,1.778580939699448207e-02,1.718709393678907738e-02,1.628771807222901755e-02,1.548369622462645104e-02,1.479326906257652854e-02,1.418347560122343656e-02,1.360069051194675444e-02,1.283296129090381356e-02,1.201162221800644928e-02,1.118654412831506482e-02,1.063984185371468633e-02,9.823114206155884875e-03,9.540512101017186927e-03,8.691349633154075299e-03,7.948855194769463908e-03,7.534568902506182803e-03,7.014513302612593836e-03,6.308220134442383241e-03,6.131174202174097428e-03,5.444764168647566772e-03,5.059005078981407451e-03,4.461293775194806639e-03,4.359358437797031076e-03,3.933303975339285004e-03,3.628581595473294452e-03,3.370055082623935744e-03,3.096921619820298260e-03,2.842910460811303754e-03,2.859575320512820328e-03,2.431565226110498495e-03,2.249701951903267799e-03,2.164739136493023207e-03,2.233934866836538666e-03,2.094909370230340143e-03,2.090342617108956625e-03,1.726572753085125946e-03,1.843998713722968001e-03,1.700773852102706795e-03,1.806140878988561106e-03,1.893854218197990212e-03,1.787251937441175801e-03,1.833658148005270529e-03,1.839368500187946480e-03,1.950048751218780557e-03,1.970615380777769338e-03,2.212566577229586190e-03,2.288088920042056617e-03,2.313033921167008053e-03,2.313349121276330692e-03,2.749716061928387904e-03,3.047503142270015664e-03,3.200758994332509287e-03,3.075458939617821581e-03,3.560247070161334532e-03,3.792560401881827671e-03,3.979935119548239780e-03,4.723889885876819163e-03,4.952145846916480333e-03,5.084576617933237071e-03,6.008204860728005858e-03,6.165664829271942302e-03,6.753557455080120599e-03,7.063107767417664030e-03,7.905613586833996898e-03,8.547222277792225140e-03,9.093219198899845854e-03,9.767918259262035885e-03,1.054226658731627353e-02,1.141206175587070049e-02,1.237565755029792353e-02,1.286387607449139894e-02,1.335652451271112512e-02,1.420372166505014591e-02,1.489183196500269701e-02,1.588751004196418265e-02,1.646259800061195683e-02,1.675144623977658023e-02,1.744758194087403513e-02,1.839308799233330127e-02
