x,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,y78,y79,y80,y81,y82,y83,y84,y85,y86,y87,y88,y89,y90,y91,y92,y93,y94,y95,y96,y97,y98,y99,y100,Mean
0.0,0.03002155717990429,0.038117065507832004,0.0405058826251512,0.018892842367886242,0.04704785544453394,0.043080537945534125,0.015274413907560014,0.01595879372647513,0.03727888044397676,0.030893307903500977,0.03022340571190174,0.03994350707091354,0.009145587252033849,0.02974311201813018,0.037574088780216064,0.017354741133909668,0.032574294586633634,0.0349755766067541,0.051705388499509786,0.03209286188881033,0.033710709546151296,0.0200101970147184,0.03603736205573704,0.04581637786910142,0.03829630912934223,0.03155594363064207,0.03263980610887707,0.032043645583813785,0.04040428032478549,0.027203578485109903,0.02540048356681801,0.020636770271363014,0.024717838752370547,0.023284613789080755,0.03128970784923624,0.03223203143150055,0.04421010201789133,0.028629002400478498,0.033581639327728396,0.017696114255953077,0.020550134881685667,0.023590924254764944,0.023989980145469936,0.023994776678315954,0.039680466855572805,0.0306056164522579,0.028634652820025197,0.03231999952405995,0.019973090252080494,0.042028358993339676,0.037329512219885785,0.04198310060260746,0.03909508354561164,0.02090384203304585,0.04845595779110501,0.039491996454244394,0.0415188639475117,0.024342848307342235,0.04517475228377488,0.025299443545608202,0.010990037168632227,0.023842810166982087,0.034095184349812735,0.03766197699413487,0.024383836361940636,0.02286609763169767,0.01947871006939983,0.023139136093606183,0.03140574378909666,0.029744715071019057,0.02197776973998189,0.03599103413376925,0.015218080427257474,0.019660484062669736,0.042330045856753706,0.007587227393266449,0.033779225397551293,0.026334946567675654,0.027213052672851346,0.029397560661385658,0.02144297469908696,0.03620004111094377,0.01908809044107551,0.004497910863574983,0.05179101364786054,0.036681721633850195,0.018353691699689145,0.03400613868375957,0.01647274311726421,0.015084677326782314,0.04171031806753733,0.04162297929178593,0.018981995801101492,0.04498842149631144,0.020536916045487574,0.033973137295684186,0.01844780893640996,0.03719258226568534,0.02356281524760262,0.006461144164895627,0.029589584120460498
0.06283185307179587,0.02166666251184557,0.03421797066152776,0.0362551331419485,0.04074398130277479,0.04788125275001187,0.04228649481784652,0.014148204351618565,0.030507624878757467,0.03281689449149705,0.03852987437634958,0.040727409777531864,0.040988690877875156,0.04435175801475366,0.027562192257812423,0.044195276066223865,0.04175143521675384,0.06092821270868454,0.025505685819799728,0.037591066721810895,0.061126069634028335,0.03421109308018622,0.04911693802935613,0.041674033689582224,0.050019161992118644,0.03506710072262309,0.05109726406480708,0.03642670214075028,0.033584861842548275,0.03037290445889229,0.051059977120429645,0.04573627662203239,0.04260272454780756,0.04851172950439109,0.03788512638299446,0.03864265469788575,0.038377992355620005,0.03731333793475056,0.034000904893728645,0.036698275337082364,0.04216532430693576,0.029290822235911174,0.025267024134292937,0.06032506153600092,0.02926788813717862,0.03511212423638388,0.032778538029241355,0.05870681689347834,0.03752599146121249,0.04560410306067597,0.03208437112786733,0.045230548266616655,0.04631634454108413,0.04870714952808197,0.046427153331694004,0.022808518531362454,0.04535278859677172,0.03834412126654163,0.048537893048173464,0.04951151904204698,0.0407574309703167,0.03796269711358291,0.03658135773708837,0.04181393781361176,0.034071611301558,0.04465108738761314,0.04452272371111676,0.04620789860209529,0.04729852012641733,0.042988844211995,0.04124521768738676,0.036003124359867744,0.043471991139782284,0.02535575694944403,0.03019022494750545,0.02213098514736167,0.016344436041053845,0.02548732708963386,0.0416571520722715,0.04292366236354739,0.021243310294755346,0.06811775716524227,0.04041705791994943,0.044528822248816935,0.05759284250605079,0.04985815397877258,0.014321505367936194,0.023078718104507567,0.05144063475629257,0.02130828372424154,0.045160016201593045,0.05991111202151522,0.034211460441120334,0.0518894303344386,0.04277116611507381,0.04749338816606308,0.04515529273186414,0.034843358481075004,0.0447322932544405,0.0325719647977305,0.06234886840168774,0.039902064748950083
0.12566370614359174,0.058880548127111076,0.05166149582356572,0.06781782575219442,0.05104304308120078,0.03880644651050069,0.061219276766028896,0.057077116567298525,0.03657311355180348,0.041748061750348286,0.06950347661680767,0.05038525963202378,0.0672179869724332,0.0632371770925999,0.06983245384158376,0.05396905514383454,0.05135266314059739,0.04838592640126049,0.06535172745663198,0.061430489391901544,0.0722722010787975,0.05925392159437104,0.05584720523354103,0.0753198599235676,0.05956830942152358,0.0455005857892572,0.045917980844149,0.05587558475932308,0.05479560686006146,0.06343868589054913,0.06384351607571581,0.04076924258957626,0.05233805236751232,0.0486759764897986,0.048912605613839366,0.03927042226069677,0.06725334474287181,0.06585058473228367,0.05432558433670209,0.06271588361193703,0.049687120985043354,0.07254125440370673,0.04455158591446229,0.06355611329955257,0.07825516513766617,0.04698668511993498,0.05979278310299807,0.048481224200269235,0.07298920183364199,0.06626457220217019,0.05429844971049058,0.055832011235315226,0.05864875085124632,0.06910086783181701,0.061365670573230835,0.07149079426453198,0.054685425607557736,0.06987061721731402,0.06598801947427435,0.04866542526440232,0.05386396623134715,0.06361669912108625,0.041491992818760925,0.07291951080896886,0.07593649907182987,0.05771433679135707,0.042769467902792124,0.06777378177850912,0.05027571528352048,0.06110626648628359,0.059529888324996616,0.05466516118153164,0.04725289971234026,0.05280356315598289,0.06256692743339332,0.05166901449498895,0.0658192877216992,0.051452852923544956,0.036074655684813495,0.060309676166200976,0.06168897198753398,0.061227069960765546,0.0432621616929576,0.04339799176936521,0.06423271958132792,0.06049863804870914,0.04916295928646708,0.07358049843458536,0.06080131910735087,0.05070663510114781,0.04991538432595011,0.046869987027611915,0.026981563481707882,0.07031591915752244,0.06398237628202308,0.054901036011984816,0.061671292499521746,0.07087986938715218,0.06306482870374364,0.0501996053538889,0.04937538478549652,0.05716618411146187
0.1884955592153876,0.08660635087176471,0.08227713459476482,0.0785088105982581,0.0665876458490311,0.10603877215895152,0.08405099675024785,0.115421425389296,0.08359535579628652,0.09493671282604521,0.07609856395393422,0.0835832966863117,0.07388232518169535,0.09422844303177014,0.07383083937231594,0.09024346017343654,0.1100443265989437,0.07923648981520248,0.09949205276718587,0.07024117942510744,0.08898268444282431,0.05485134688676996,0.08023449495269497,0.08632883538396108,0.07174002109059696,0.06756018653228968,0.08427369503629456,0.09780357858382627,0.08234464274050546,0.09105055193145106,0.0856331501088925,0.0859022367429465,0.09917720252833617,0.08007650307452874,0.09550327083519061,0.08466425933853983,0.08841358149593681,0.06995306462990336,0.0800319279503201,0.08131747766664832,0.09693164971597779,0.07081564324078182,0.07460356683391756,0.07546093927625308,0.0881186322231462,0.08329379449795815,0.10178720918015416,0.08952094910357822,0.0917874674911614,0.08449146480692482,0.07680246171364646,0.10374835728206833,0.07316824030892932,0.08960302171530588,0.08835490215025232,0.09834794890735754,0.0895333503201452,0.08590856275764613,0.10973438890439202,0.08264512467273333,0.0966157168998889,0.10334115323241888,0.0983662317722862,0.09344767294406786,0.08640918547556908,0.08141084187265002,0.08788872786145152,0.0959359343551458,0.09414297189490806,0.06178151308136681,0.074857466366276,0.07155071250263956,0.07797554601721379,0.0879795427088077,0.07468646207994678,0.08711925912156127,0.08803670107576078,0.08366764416731298,0.0883017154773309,0.08451947458172349,0.08455193496519553,0.08118424512242739,0.11058822398294343,0.07722510391888293,0.06399294697702174,0.08419299056479468,0.09881651740726882,0.08713328720304281,0.09176648785996178,0.08025497201335541,0.10842892182566666,0.08232179882432522,0.07610418547113129,0.07088739315410009,0.08265354474191411,0.08742082062370704,0.06451782862633326,0.09267718063655273,0.08017150243795057,0.08075193714896667,0.06821490902586147,0.08531295774915065
0.25132741228718347,0.12215482683904,0.12809699668577634,0.15006995369026654,0.1209715236266431,0.14785683842108632,0.11548586287183338,0.13340071292494637,0.11574714039501877,0.14048996418051174,0.11567363870448433,0.11539472723729571,0.11096217083729587,0.106113171293577,0.11254129919979916,0.12411779292738223,0.12255371338622512,0.12299470528325585,0.13660153560765131,0.1440059483928131,0.1378324823329462,0.12299646188731472,0.13074701092860108,0.1246764137873777,0.14510607460417924,0.13776445635831758,0.1511211299777362,0.12465239783662607,0.12798993953659243,0.14739809858969588,0.11902679977433439,0.1249900020080783,0.13628602454313277,0.11989590743186662,0.13298508430858846,0.1303153022492356,0.1357542567777914,0.10800912761643033,0.14716844616403324,0.10388476890131249,0.1218121522113984,0.13709199797448557,0.12057819672921477,0.1106630760339713,0.11385027404030335,0.125466841880449,0.10498813734434265,0.1465397249743079,0.10927497371516126,0.12137212311197731,0.12957469517950626,0.12103560464203866,0.1324642625988659,0.11652260873908493,0.11508548725414491,0.14111460772881368,0.13362605924935433,0.10816483516508546,0.13385426907286035,0.12279945393419922,0.11709810439553237,0.12314956203893113,0.12757298057020683,0.1445182666907896,0.13449381109496383,0.11977802902423296,0.1067025957843879,0.12400516800817973,0.14265141432751238,0.12437386183944565,0.12412608284077442,0.13796566524842802,0.11402987810518894,0.13351922251936021,0.12771898815761085,0.13733687683204154,0.13469188449211522,0.12457473551028375,0.1085298998437838,0.14311843746359454,0.1245814884461105,0.12085170745360907,0.1246162121170089,0.14324771258456037,0.13584431797892327,0.11996124964362731,0.14213146422640288,0.1434233492655641,0.13005008759877823,0.12261458277642112,0.12510291281710395,0.14045447302150116,0.11272704347901907,0.12341911400431127,0.12413302492844092,0.12110296157988021,0.11175686055114165,0.12919312160737761,0.12109596014116253,0.10238268223170777,0.12425183178929555,0.12652609712727972
0.3141592653589793,0.15863501610609942,0.1505064274268082,0.16925291465149006,0.17650591834330087,0.17231209536075154,0.1732722006973597,0.17177373427087939,0.15911886823347365,0.17166831401359084,0.18016333456008393,0.16319584619605543,0.18332382703625827,0.15466091169844454,0.18612905654175038,0.16619272113438965,0.1677176421176816,0.18552162907714753,0.16788161560173442,0.18089177660664402,0.1604604741512501,0.18705980002451272,0.16763446601332088,0.1689140045697073,0.17844856715486546,0.19765598079419555,0.14629548875747922,0.17571612609936182,0.19634542695302937,0.1760089508684486,0.1577475990540771,0.16932074255133034,0.18363645520360938,0.180881549393062,0.18326727016777133,0.1816560769998199,0.1809471773269895,0.19416768343886837,0.1645267620741382,0.15896952306657353,0.1731938107952391,0.16373330071833836,0.17047237610886556,0.18026595069259277,0.17746039772850142,0.16973967145212532,0.16939050192125715,0.1646721631594823,0.17624940174490766,0.16784144600069584,0.1523762396403443,0.16643700373145842,0.18013132484054628,0.17732133785051762,0.16225902285527005,0.16705414326043355,0.17342129814583562,0.17141155993543666,0.17087193796720368,0.20257332979815024,0.1644159070546669,0.15821011691157394,0.16715109928230598,0.16474191767450508,0.1786312330254176,0.17467232131057409,0.18388532896105625,0.16594867968676663,0.15965808002482462,0.18808175535740346,0.1524614660890875,0.17920495220370247,0.18128645750052752,0.1894995856607471,0.16096310144970993,0.19036269408183015,0.17502333730902997,0.1864270712086349,0.18403837157305802,0.17023995512590684,0.17336951806918544,0.19067444172884618,0.17578962151247302,0.16897547236612964,0.17922541643026224,0.19229747448161083,0.19919955739597217,0.16747737586200073,0.16553323903592565,0.178594979026087,0.17353683539988496,0.17442880625987156,0.17753587572906326,0.17499757193548904,0.14390738668797476,0.18423751731236826,0.16095407352974322,0.18679919197627703,0.17181389372116063,0.17582344032642783,0.17335867846372177,0.17348693991425365
0.3769911184307752,0.23813681472546877,0.22758293353715597,0.23267254833770523,0.23049718212573955,0.22929319024190264,0.24946995738756716,0.2565085550274018,0.220298020949673,0.2546396982025265,0.22821579784062362,0.24345988164825494,0.21214835476769944,0.2159848068131982,0.21770531488329925,0.23594720699438443,0.25204495402012794,0.23471372169505234,0.23679229493651088,0.21967916010116073,0.20602987297579856,0.23985728763602499,0.2387799916562534,0.23280582010566775,0.23357074501957253,0.21469154260572565,0.22215446430371455,0.22728895035203633,0.21588818473147997,0.2219514519750867,0.2327220440317408,0.22877091106549985,0.2255559224605952,0.23521770813823206,0.2188260107145963,0.23721672728580523,0.22348058565552908,0.23193886756453264,0.23537575359395713,0.22781915011157028,0.23698549103359667,0.21668372593500895,0.2408843101406679,0.24580727601847063,0.22101919520881808,0.21402635622639377,0.2248461218496316,0.2096657158987072,0.26862966921604103,0.24218226779193408,0.22886312525442176,0.23746227931305608,0.22174780881165734,0.215942709603002,0.24711224022025569,0.2310811460303397,0.22553177068840546,0.25078181990814197,0.24422538996456322,0.234249750558986,0.23562561650202674,0.21719953080919896,0.24248921750795982,0.2019635159247426,0.2345832829935628,0.24444540443535834,0.24378661776431287,0.22591801719668347,0.22866008100485136,0.22435085313053182,0.24280622543018526,0.2557043644361159,0.23777965101738885,0.23193214210973712,0.23711430028443004,0.2510806146000313,0.25326349328377873,0.22966567958567885,0.227556094952706,0.23585373529334053,0.2346203406721623,0.22421910975939818,0.2419452938915605,0.20873636828510977,0.21602923073720803,0.2166765044639194,0.21053335778155646,0.24070759260552488,0.2335975907492691,0.24046933124605507,0.23865651385276143,0.21807507591863828,0.22918161557687466,0.24471354559068037,0.23674903574032502,0.21640021789633668,0.23553403547392393,0.22944577700948,0.2139484211724627,0.22076815905101688,0.23584971869927718,0.23132095830327126
0.4398229715025711,0.2906326355760829,0.30991841260334807,0.2753022343718021,0.31151187523445034,0.30372199729872484,0.2844267506254723,0.29305185959714386,0.27873455253266965,0.3093681634294463,0.2967317170766799,0.3119724120242744,0.2934044680905803,0.2926711718928636,0.2647125010169451,0.30427707304146434,0.2967142867392043,0.307865385419946,0.29319113462097834,0.2784667879553542,0.2952330804908223,0.29956691745928876,0.2703432488113926,0.31011572896667383,0.2991136573121935,0.28678769948729754,0.2934012632309708,0.3008464053209421,0.29152449792795987,0.29482700867438627,0.30166294690363116,0.29307808765825083,0.2952595970194454,0.30791911613050305,0.301973503507613,0.2933916317819898,0.2971741954366125,0.2950327607644905,0.27909908389687654,0.29947146981088046,0.2917473235919914,0.29932562064373536,0.3217622601112313,0.30996610523515544,0.30298779410575616,0.3031493580011375,0.2925977953339194,0.302767273212762,0.29844855705632733,0.28296142227202736,0.3259147091041694,0.32052961678135405,0.32362233991361467,0.3022633269070236,0.3032589265893302,0.2906138495999637,0.30542881281476686,0.3000172825797178,0.29723278212943205,0.2847877646123851,0.30813887086188974,0.30045858736957864,0.28183799263548304,0.30277796618892183,0.30253677600535966,0.28209175050554713,0.2802093771309293,0.305802364542471,0.3308221863982188,0.2887831736304922,0.2944325119133939,0.3136903266106763,0.3018607703240579,0.2927504016877076,0.2967727634666366,0.2863789072636582,0.28808629163096255,0.3114479954586282,0.29647145589873203,0.2900763845059571,0.30541035311690634,0.2899011090270993,0.2856998053420108,0.31579762155440183,0.320715869614675,0.3101789714645269,0.31510788093801345,0.30457933352047895,0.29360294374299123,0.31407265129596285,0.3143457482323935,0.2855040717200663,0.2978760244457288,0.3132236390892129,0.2926303856046357,0.3074745157565848,0.2988644890813348,0.2842874104760944,0.2942032720321408,0.3184053310540411,0.3048614701267498,0.29884049991600803
0.5026548245743669,0.38845578146317905,0.39993744657953745,0.38565440323586775,0.3703666183333909,0.3586888987858121,0.3818237770519697,0.3761031640317787,0.363891576960393,0.38750717751234975,0.35601537895215984,0.3810202462494907,0.3661256967902351,0.35513945800878877,0.38820740015431054,0.36390727640635623,0.383716319122976,0.4035788623440819,0.36476430328509646,0.4029764128367971,0.3867014206534536,0.37814983136645575,0.3525017980871501,0.37532740297659517,0.3498626920814738,0.381361226318113,0.3718909178707266,0.3494651441555423,0.38932572077210814,0.3703539398732716,0.37667922917935615,0.3754103505288868,0.36580621391622836,0.38518819524681747,0.39483215650593173,0.38677221336530754,0.3651113499367582,0.3777980890060164,0.3629777784063579,0.3985830473587173,0.36639144866346474,0.38836851154846785,0.3762436078097935,0.37541620116619234,0.3756015468865648,0.3657372774483534,0.3717831761537629,0.36321865143177856,0.36954776845930204,0.3779651165483031,0.38248407415410757,0.37458089681639684,0.35426209364667116,0.3919528490336184,0.3710152188176219,0.3485871920529531,0.37717324059223944,0.3745483812071275,0.3697619753517616,0.3878690034587158,0.35230151363326434,0.3806543801730704,0.3692515475209128,0.3806444612410025,0.3758138097701209,0.392070624912517,0.38266555328165075,0.37695089095293666,0.3868358084431822,0.401475025903246,0.3829507525058953,0.36965470186489946,0.3837274240667703,0.37707425296892616,0.3936714929726406,0.363762609827321,0.38182704110745247,0.37204060054524435,0.3880729211868468,0.3833297821976387,0.367568782551017,0.36161662775378756,0.3763977553754787,0.3541865257061543,0.3913099669646145,0.3853839097717491,0.3820669645986785,0.4154358109357609,0.39259592615838335,0.3673190857466264,0.3568668151227963,0.36729854486067137,0.3705790632771313,0.37359198856596176,0.368394691190572,0.38060657242788887,0.3638042020232186,0.3579314875831756,0.3720339372153745,0.41377875026115474,0.36043136634124906,0.37608461116464026
0.5654866776461628,0.47318511049401346,0.4752954044677904,0.4648690435198869,0.4919747519843146,0.46689018621092415,0.4571930680739248,0.4604546849433293,0.4920241566949869,0.45310168373810067,0.4494122382353406,0.466396800063969,0.4674124514477255,0.4755585834304974,0.48695742658584673,0.47560247249412624,0.46867882905358116,0.4739318367378862,0.4661160791856709,0.45974023767227656,0.4796725012358207,0.4778916532543629,0.467783639844475,0.47346170966602563,0.47427170467302293,0.4548602372965208,0.4620798861474923,0.47368954698274035,0.450733908130476,0.46197676858951975,0.4722644001188141,0.4611370450285597,0.44411942023824524,0.49024386550028753,0.4592995953202017,0.4565612214240049,0.45206091828408135,0.4657650350487158,0.47821740678979585,0.4577608080014728,0.47165947301927014,0.4742566852304747,0.4484967356415108,0.44808190709445184,0.4637729948290348,0.44940159992059736,0.45703447380878826,0.46161217118033815,0.447684082277394,0.4598802113778252,0.45698657725641356,0.444860433518679,0.4533737144338279,0.4752934734728672,0.47404940549970553,0.46839421482007837,0.457112242613257,0.4492253405281126,0.4704017470450357,0.4602194521212565,0.46698894777067534,0.4858151252459767,0.4772758501626201,0.4763882301802259,0.4634888523784432,0.4662164278066251,0.46049690615387684,0.43834267222884205,0.45938554790899266,0.4662844470660139,0.4692517099421293,0.47574659539933495,0.49457963083165746,0.445327758239788,0.46112426819406094,0.45568125486557876,0.46074098728428403,0.4695095422744404,0.480054822391596,0.4864322018895285,0.4534272358003997,0.4807077833680732,0.46231549078254686,0.4699027605329277,0.4725012817828923,0.4735723348966444,0.46083487377646115,0.4485245289756352,0.5029138444591837,0.4265614609729357,0.46343613895569924,0.46870346109591876,0.4592096368639442,0.4455129032149583,0.48400809373582887,0.46027358681164066,0.4853166746230877,0.4717804499459364,0.4640560643173063,0.47281602794137545,0.44619354789688737,0.46562143211262724
