x,$y=1$,$y=0$
0.0,18.0,0.0
1.2012012012012012,17.928000072144215,0.0
2.4024024024024024,17.856144432721006,0.0
3.6036036036036037,17.78443308173038,0.0
4.804804804804805,17.712866019172328,0.0
6.006006006006006,17.641443245046847,0.0
7.207207207207207,17.570164759353943,0.0
8.408408408408409,17.499030562093626,0.0
9.60960960960961,17.428040653265878,0.0
10.81081081081081,17.35719503287071,0.0
12.012012012012011,17.286493700908114,0.0
13.213213213213214,17.2159366573781,0.0
14.414414414414415,17.14552390228066,0.0
15.615615615615615,17.075255435615798,0.0
16.816816816816818,17.005131257383507,0.0
18.01801801801802,16.935151367583803,0.0
19.21921921921922,16.865315766216668,0.0
20.42042042042042,16.79562445328211,0.0
21.62162162162162,16.72607742878013,0.0
22.822822822822822,16.65667469271073,0.0
24.024024024024023,16.587416245073904,0.0
25.225225225225227,16.518302085869653,0.0
26.426426426426428,16.44933221509798,0.0
27.62762762762763,16.380506632758888,0.0
28.82882882882883,16.31182533885237,0.0
30.03003003003003,16.243288333378423,0.0
31.23123123123123,16.174895616337054,0.0
32.432432432432435,16.10664718772827,0.0
33.633633633633636,16.038543047552057,0.0
34.83483483483484,15.97058319580842,0.0
36.03603603603604,15.902767632497362,0.0
37.23723723723724,15.835096357618884,0.0
38.43843843843844,15.767569371172975,0.0
39.63963963963964,15.700186673159644,0.0
40.84084084084084,15.632948263578891,0.0
42.04204204204204,15.565854142430723,0.0
43.24324324324324,15.498904309715122,0.0
44.44444444444444,15.4320987654321,0.0
45.645645645645644,15.365437509581652,0.0
46.846846846846844,15.29892054216379,0.0
48.048048048048045,15.232547863178494,0.0
49.24924924924925,15.16631947262578,0.0
50.450450450450454,15.10023537050564,0.0
51.651651651651655,15.034295556818083,0.0
52.852852852852855,14.968500031563096,0.0
54.054054054054056,14.902848794740686,0.0
55.25525525525526,14.837341846350855,0.0
56.45645645645646,14.771979186393603,0.0
57.65765765765766,14.706760814868924,0.0
58.85885885885886,14.641686731776822,0.0
60.06006006006006,14.576756937117295,0.0
61.26126126126126,14.511971430890354,0.0
62.46246246246246,14.447330213095983,0.0
63.66366366366366,14.382833283734186,0.0
64.86486486486487,14.318480642804968,0.0
66.06606606606607,14.254272290308329,0.0
67.26726726726727,14.190208226244263,0.0
68.46846846846847,14.126288450612774,0.0
69.66966966966967,14.062512963413864,0.0
70.87087087087087,13.998881764647528,0.0
72.07207207207207,13.935394854313776,0.0
73.27327327327328,13.872052232412592,0.0
74.47447447447448,13.808853898943987,0.0
75.67567567567568,13.745799853907966,0.0
76.87687687687688,13.682890097304513,0.0
78.07807807807808,13.620124629133638,0.0
79.27927927927928,13.557503449395341,0.0
80.48048048048048,13.495026558089618,0.0
81.68168168168168,13.432693955216479,0.0
82.88288288288288,13.370505640775912,0.0
84.08408408408408,13.30846161476792,0.0
85.28528528528528,13.24656187719251,0.0
86.48648648648648,13.184806428049674,0.0
87.68768768768768,13.123195267339412,0.0
88.88888888888889,13.061728395061728,0.0
90.09009009009009,13.000405811216623,0.0
91.29129129129129,12.939227515804095,0.0
92.49249249249249,12.878193508824141,0.0
93.69369369369369,12.817303790276764,0.0
94.89489489489489,12.756558360161964,0.0
96.09609609609609,12.695957218479743,0.0
97.2972972972973,12.635500365230095,0.0
98.4984984984985,12.575187800413026,0.0
99.6996996996997,12.515019524028535,0.0
100.90090090090091,12.454995536076618,0.0
102.10210210210211,12.395115836557279,0.0
103.30330330330331,12.335380425470515,0.0
104.50450450450451,12.275789302816332,0.0
105.70570570570571,12.216342468594721,0.0
106.90690690690691,12.15703992280569,0.0
108.10810810810811,12.097881665449233,0.0
109.30930930930931,12.038867696525354,0.0
110.51051051051051,11.97999801603405,0.0
111.71171171171171,11.921272623975328,0.0
112.91291291291292,11.862691520349179,0.0
